"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-08-31,"Pembroke Pines","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",196,1635,0.00245248313917842,0.00553505535055351,0.0174237710018668,67864
2019-08-31,"Edmond","OK","Oklahoma City","Oklahoma County",197,1083,0.00650557620817844,0.0140449438202247,0.019774011299435,30684
2019-08-31,"Lakeland","FL","Lakeland-Winter Haven","Polk County",198,1216,0.00164744645799012,0.0108063175394846,0.0419880034275921,29123
2019-08-31,"Pueblo","CO","Pueblo","Pueblo County",199,1074,0.00186567164179104,0.0103480714957667,0.028735632183908,54232
2019-08-31,"Springfield","MA","Springfield","Hampden County",200,1212,0.00248138957816377,0.00248138957816377,0.000825763831544178,37707
2019-08-31,"Odessa","TX","Odessa","Ector County",201,1974,-0.0115172759138708,-0.0164424514200299,0.0511182108626198,36527
2019-08-31,"Henrico","VA","Richmond","Henrico County",202,1400,0.00143061516452074,0.0152284263959391,0.0355029585798817,53250
2019-08-31,"Dayton","OH","Dayton","Montgomery County",203,754,0.00533333333333333,0.0175438596491228,0.0107238605898123,51566
2019-08-31,"Midland","TX","Midland","Midland County",204,2044,-0.000488997555012225,0.00590551181102362,0.130530973451327,41126
2019-08-31,"Lakewood","CO","Denver-Aurora-Lakewood","Jefferson County",205,1610,0.00562148657089319,0.0106716886377903,-0.01468788249694,49271
2019-08-31,"Cumming","GA","Atlanta-Sandy Springs-Roswell","Forsyth County",206,1743,-0.00228963938179737,0,0.00635103926096998,49234
2019-08-31,"Alexandria","VA","Washington-Arlington-Alexandria","Alexandria City",207,1929,0.00783699059561128,0.0174050632911392,0.0298985584623599,44353
2019-08-31,"Tyler","TX","Tyler","Smith County",208,1072,0.00280636108512629,0.0219256434699714,0.0219256434699714,41070
2019-08-31,"Pomona","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",209,2151,0.00232991612301957,0.0108082706766917,0.00373308446103593,29534
2019-08-31,"Visalia","CA","Visalia-Porterville","Tulare County",210,1223,0.00575657894736842,0.0183180682764363,0.0320675105485232,41606
2019-08-31,"Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",211,1328,0.00606060606060606,0.00682335102350265,-0.0052434456928839,50768
2019-08-31,"Round Rock","TX","Austin-Round Rock","Williamson County",212,1476,0.00408163265306122,0.0158293186510668,0.0200414651002073,43145
2019-08-31,"Ann Arbor","MI","Ann Arbor","Washtenaw County",213,1785,0.00224592925322852,0.02,0.00620067643742954,42595
2019-08-31,"Whittier","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",214,2353,0.00298380221653879,0.0085726532361766,-0.0248653128885205,21052
2019-08-31,"Kansas City","KS","Kansas City","Wyandotte County",215,941,0.00212992545260916,0.00857449088960343,-0.00842992623814542,51397
2019-08-31,"Sunnyvale","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",216,3609,0.00389429763560501,0.0160472972972973,0.00194336479733481,31233
2019-08-31,"Hollywood","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",217,1780,0.000562113546936481,0.00394811054709532,0.0306890561667632,71762
2019-08-31,"Las Cruces","NM","Las Cruces","Dona Ana County",218,957,0.00314465408805032,0.0180851063829787,0.0436205016357688,44125
2019-08-31,"Edinburg","TX","McAllen-Edinburg-Mission","Hidalgo County",219,822,-0.00121506682867558,0,0.0123152709359606,29935
2019-08-31,"Conroe","TX","Houston-The Woodlands-Sugar Land","Montgomery County",220,1370,0.00146198830409357,0.00073046018991965,-0.0021849963583394,34448
2019-08-31,"Lansing","MI","Lansing-East Lansing","Ingham County",221,852,0,-0.0058343057176196,-0.0708833151581243,36622
2019-08-31,"South Bend","IN","South Bend-Mishawaka","Saint Joseph County",222,956,0.00104712041884817,0.0202774813233725,0.0127118644067797,42488
2019-08-31,"Cary","NC","Raleigh","Wake County",223,1315,0.0030511060259344,0.0138781804163454,0.0193798449612403,49739
2019-08-31,"Paterson","NJ","New York-Newark-Jersey City","Passaic County",224,1666,-0.004778972520908,0.00180396873120866,0.0258620689655172,21682
2019-08-31,"Pasadena","TX","Houston-The Woodlands-Sugar Land","Harris County",225,1191,-0.000838926174496644,-0.00584307178631052,-0.0570071258907363,31084
2019-08-31,"Beaumont","TX","Beaumont-Port Arthur","Jefferson County",226,1091,0.0111214087117702,0.0450191570881226,0.0273069679849341,43351
2019-08-31,"Yuma","AZ","Yuma","Yuma County",227,934,0.0108225108225108,0.0241228070175439,0.0196506550218341,34433
2019-08-31,"Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",228,1720,-0.00174114915844457,-0.00807381776239908,0.00584795321637427,46196
2019-08-31,"Columbia","MO","Columbia","Boone County",229,923,0.00654307524536532,0.0221483942414175,-0.00859291084854995,42347
2019-08-31,"Syracuse","NY","Syracuse","Onondaga County",230,1046,0.0175097276264591,0.0418326693227092,0.033596837944664,35022
2019-08-31,"Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",231,2666,0.00187899285982713,0.0060377358490566,-0.00707635009310987,36588
2019-08-31,"Bridgeport","CT","Bridgeport-Stamford-Norwalk","Fairfield County",232,1529,0.00393959290873276,0.0193333333333333,0.00328083989501312,31138
2019-08-31,"Macon","GA","Macon-Bibb County","Bibb County",233,842,0.00959232613908873,0.0343980343980344,0.0420792079207921,28757
2019-08-31,"Canton","OH","Canton-Massillon","Stark County",234,765,0.00393700787401575,0.02,0.0227272727272727,52332
2019-08-31,"Newark","DE","Philadelphia-Camden-Wilmington","New Castle County",235,1327,0.0037821482602118,0.00454201362604088,0.0223420647149461,41428
2019-08-31,"Mesquite","TX","Dallas-Fort Worth-Arlington","Dallas County",236,1198,0.0033500837520938,0.00587741393786734,0.0092670598146588,37856
2019-08-31,"Renton","WA","Seattle-Tacoma-Bellevue","King County",237,1831,0.00604395604395605,0.0217633928571429,0.0155296727676095,42870
2019-08-31,"Metairie","LA","New Orleans-Metairie","Jefferson Parish",238,1159,0.00346320346320346,0.00958188153310104,-0.0219409282700422,45398
2019-08-31,"Santa Maria","CA","Santa Maria-Santa Barbara","Santa Barbara County",239,1974,0.0112704918032787,0.0400421496311907,0.0852116547553601,29461
2019-08-31,"Torrance","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",240,2818,0.000710227272727273,0,-0.00494350282485876,36937
2019-08-31,"Clearwater","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",241,1415,0.00354609929078014,0.014336917562724,0.0320933625091174,51501
2019-08-31,"Fullerton","CA","Los Angeles-Long Beach-Anaheim","Orange County",242,2454,0,-0.0024390243902439,-0.0140618722378465,33599
2019-08-31,"McAllen","TX","McAllen-Edinburg-Mission","Hidalgo County",243,901,-0.00110864745011086,-0.00770925110132159,-0.0259459459459459,36167
2019-08-31,"Orange","CA","Los Angeles-Long Beach-Anaheim","Orange County",244,2568,0.00351699882766706,0.0050880626223092,-0.0338600451467269,36102
2019-08-31,"Compton","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",245,2353,0.00127659574468085,0.00641573994867408,-0.00507399577167019,23626
2019-08-31,"Hampton","VA","Virginia Beach-Norfolk-Newport News","Hampton City",246,1184,0.00424088210347752,0.0163090128755365,0.0206896551724138,46179
2019-08-31,"Bellevue","WA","Seattle-Tacoma-Bellevue","King County",247,2499,0.00847457627118644,0.0300906842539159,0.0360696517412935,46795
2019-08-31,"Inglewood","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",248,2529,0.000791452314998021,0.00317334391114637,-0.0186263096623981,21911
2019-08-31,"Kent","WA","Seattle-Tacoma-Bellevue","King County",249,1883,0.00641368252271513,0.0200433369447454,0.0118216012896292,23940
2019-08-31,"West Valley City","UT","Salt Lake City","Salt Lake County",250,1386,0.00726744186046512,0.0228782287822878,0.0335570469798658,33081
2019-08-31,"Olathe","KS","Kansas City","Johnson County",251,1261,0.00398089171974522,0.0243704305442729,0.0490848585690516,41310
2019-08-31,"Warren","MI","Detroit-Warren-Dearborn","Macomb County",252,1131,0.00622775800711744,0.0125335720680394,0.00265957446808511,52752
2019-08-31,"Miramar","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",253,1665,0.00180505415162455,0.00909090909090909,0.0277777777777778,45934
2019-08-31,"Thornton","CO","Denver-Aurora-Lakewood","Adams County",254,1725,0.00290697674418605,0.0129183793305931,0.0249554367201426,37533
2019-08-31,"Abilene","TX","Abilene","Taylor County",255,926,0.00108108108108108,0.0232044198895028,0.032329988851728,39445
2019-08-31,"Billings","MT","Billings","Yellowstone County",256,1138,0.00618921308576481,0.028003613369467,0.0307971014492754,44171
2019-08-31,"Concord","CA","San Francisco-Oakland-Hayward","Contra Costa County",257,2692,0.00522778192681105,0.0127915726109857,0.0181543116490166,36423
2019-08-31,"Cedar Rapids","IA","Cedar Rapids","Linn County",258,899,0.00222965440356745,0.0112485939257593,-0.00772626931567329,55657
2019-08-31,"Bloomington","IN","Bloomington","Monroe County",259,1253,-0.00159362549800797,0.0170454545454545,0.0654761904761905,44968
2019-08-31,"Boulder","CO","Boulder","Boulder County",260,2246,-0.0022212350066637,0.00133749442710655,0.0176710466696874,43009
2019-08-31,"Sterling Heights","MI","Detroit-Warren-Dearborn","Macomb County",261,1338,0.00299850074962519,0.00677200902934537,0.0268610897927859,44884
2019-08-31,"Saginaw","MI","Saginaw","Saginaw County",262,720,0.00699300699300699,0.00699300699300699,-0.024390243902439,53685
2019-08-31,"Ramapo","NY","New York-Newark-Jersey City","Rockland County",263,2378,0.00890963088672041,0.0223559759243336,0.00252951096121417,1208
2019-08-31,"Carrollton","TX","Dallas-Fort Worth-Arlington","Denton County",264,1459,-0.00136892539356605,-0.00136892539356605,-0.0141891891891892,33641
2019-08-31,"Coral Springs","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",265,1606,0.00437773608505316,0.00942803268384664,0.0119722747321991,48134
2019-08-31,"Thousand Oaks","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",266,2940,0.00272851296043656,0.00961538461538462,0.00581594252480329,39077
2019-08-31,"Victorville","CA","Riverside-San Bernardino-Ontario","San Bernardino County",267,1333,0.00452147701582517,0.0129179331306991,0.0554235946159937,36388
2019-08-31,"Roseville","CA","Sacramento--Roseville--Arden-Arcade","Placer County",268,1953,0.00359712230215827,0.015600624024961,0.0449438202247191,42513
2019-08-31,"Surprise","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",269,1273,0.00394321766561514,0.00951625693893735,0.0224899598393574,49194
2019-08-31,"New Haven","CT","New Haven-Milford","New Haven County",270,1322,0.0037965072133637,0.0060882800608828,-0.0067618332081142,23890
2019-08-31,"Hamilton","OH","Cincinnati","Butler County",271,972,0.0062111801242236,0.0274841437632135,0.0178010471204188,45112
2019-08-31,"Waco","TX","Waco","McLennan County",272,1001,0.001,0.0141843971631206,-0.0224609375,35741
2019-08-31,"Simi Valley","CA","Oxnard-Thousand Oaks-Ventura","Ventura County",273,2628,0.00152439024390244,0.00152439024390244,0.00420328620557891,38020
2019-08-31,"Stamford","CT","Bridgeport-Stamford-Norwalk","Fairfield County",274,2192,0.0055045871559633,0.0120036934441367,-0.0117222723174031,36436
2019-08-31,"Pearland","TX","Houston-The Woodlands-Sugar Land","Brazoria County",275,1530,-0.00584795321637427,-0.0173410404624277,-0.0116279069767442,36125
2019-08-31,"Elizabeth","NJ","New York-Newark-Jersey City","Union County",276,1732,-0.000577034045008655,-0.00287852619458837,0.00231481481481481,17302
2019-08-31,"Denton","TX","Dallas-Fort Worth-Arlington","Denton County",277,1248,-0.00399042298483639,-0.00478468899521531,-0.0149960536700868,30206
2019-08-31,"Santa Fe","NM","Santa Fe","Santa Fe County",278,1927,0.0163502109704641,0.0360215053763441,0.028281750266809,49925
2019-08-31,"Gainesville","GA","Gainesville","Hall County",279,1293,0.00700934579439252,0.0245641838351822,0.0452708164915117,36032
2019-08-31,"Springfield","IL","Springfield","Sangamon County",280,789,0.00254129606099111,0.022020725388601,0.0300261096605744,50022
2019-08-31,"Allentown","PA","Allentown-Bethlehem-Easton","Lehigh County",281,1192,0.00505902192242833,0.0136054421768707,0.00760777683854607,32861
2019-08-31,"Lake Charles","LA","Lake Charles","Calcasieu Parish",282,1185,-0.00753768844221105,-0.01578073089701,-0.0412621359223301,33597
2019-08-31,"Flint","MI","Flint","Genesee County",283,744,0.0233837689133425,0.0333333333333333,0.0538243626062323,49980
2019-08-31,"Frederick","MD","Washington-Arlington-Alexandria","Frederick County",284,1628,0.00493827160493827,0.0136986301369863,0.010552451893234,43956
2019-08-31,"Hartford","CT","Hartford-West Hartford-East Hartford","Hartford County",285,1175,0.000851788756388416,0.000851788756388416,-0.027317880794702,20685
2019-08-31,"Murrieta","CA","Riverside-San Bernardino-Ontario","Riverside County",286,1834,0.00109170305676856,0.0115830115830116,0.0205898720089037,35913
2019-08-31,"Temecula","CA","Riverside-San Bernardino-Ontario","Riverside County",287,2109,0.00094921689606075,0.0119961612284069,0.0435428005937655,34819
2019-08-31,"Hemet","CA","Riverside-San Bernardino-Ontario","Riverside County",288,1559,0.00906148867313916,0.0324503311258278,0.0569491525423729,29836
2019-08-31,"East Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",289,2236,0.0017921146953405,0.00449236298292902,-0.0399313009875483,16494
2019-08-31,"Joliet","IL","Chicago-Naperville-Elgin","Will County",290,1392,0.00723589001447178,0.0138383102694829,0.00505415162454874,42226
2019-08-31,"Vallejo","CA","Vallejo-Fairfield","Solano County",291,2174,0.00694766095414544,0.0264400377714825,0.0667320902845927,37687
2019-08-31,"Santa Clara","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",292,3315,0.000603682463024449,0.011287370347773,0.00181323662737987,26965
2019-08-31,"Concord","NC","Charlotte-Concord-Gastonia","Cabarrus County",293,1273,0.00394321766561514,0.020850040096231,0.0511973575557391,43022
2019-08-31,"Amherst","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",294,1152,0.00348432055749129,0.0123022847100176,0.0140845070422535,36253
2019-08-31,"Athens","GA","Athens-Clarke County","Clarke County",295,1108,0.00818926296633303,0.0137236962488564,0.034547152194211,33800
2019-08-31,"Falls Church","VA","Washington-Arlington-Alexandria","Fairfax County",296,1883,0.00587606837606838,0.0189393939393939,0.0312157721796276,33930
2019-08-31,"Norman","OK","Oklahoma City","Cleveland County",297,1014,-0.00490677134445535,-0.00392927308447937,-0.009765625,41079
2019-08-31,"Wilmington","DE","Philadelphia-Camden-Wilmington","New Castle County",298,1282,0.0015625,-0.00155763239875389,-0.0031104199066874,26778
2019-08-31,"Nampa","ID","Boise City","Canyon County",299,1215,0.0184409052808047,0.0501296456352636,0.0556038227628149,37319
2019-08-31,"Berkeley","CA","San Francisco-Oakland-Hayward","Alameda County",300,3305,-0.00120882441825325,0.0107033639143731,0.00121175401393517,27159
2019-08-31,"Westminster","CO","Denver-Aurora-Lakewood","Adams County",301,1743,-0.000573394495412844,0.00403225806451613,0.0163265306122449,36341
2019-08-31,"Rochester","MN","Rochester","Olmsted County",302,1197,0.00251256281407035,0.00672834314550042,0.0239520958083832,43351
2019-08-31,"Clovis","CA","Fresno","Fresno County",303,1399,0,-0.00142755174875089,0.0219138056975895,33518
2019-08-31,"Stone Mountain","GA","Atlanta-Sandy Springs-Roswell","Dekalb County",304,1177,0.0111683848797251,0.0279475982532751,0.065158371040724,35781
2019-08-31,"Summerville","SC","Charleston-North Charleston","Dorchester County",305,1318,0.0053394355453852,0.0185471406491499,-0.00603318250377074,40092
2019-08-31,"Vista","CA","San Diego-Carlsbad","San Diego County",306,2420,0.00707449022055764,0.0311035364294844,0.0572302315421581,24470
2019-08-31,"Broken Arrow","OK","Tulsa","Tulsa County",307,929,0.00650054171180932,0.0153005464480874,0.0231277533039648,44949
2019-08-31,"Richmond","CA","San Francisco-Oakland-Hayward","Contra Costa County",308,2733,0.0103512014787431,0.0251312828207052,0.0419367136866184,27813
2019-08-31,"Arvada","CO","Denver-Aurora-Lakewood","Jefferson County",309,1672,0.00239808153477218,0.00783604581072935,-0.0158917010005886,39453
2019-08-31,"Charlottesville","VA","Charlottesville","Albemarle County",310,1524,0.0019723865877712,0.0086035737921906,0.0452674897119342,37998
2019-08-31,"Independence","MO","Kansas City","Jackson County",311,898,0.00335195530726257,0.0135440180586907,0.00335195530726257,43059
2019-08-31,"Tuscaloosa","AL","Tuscaloosa","Tuscaloosa County",312,1135,-0.00612959719789842,-0.0164644714038128,0.0115864527629234,55218
2019-08-31,"Provo","UT","Provo-Orem","Utah County",313,1241,0.00323362974939369,0.0073051948051948,0.0197206244864421,22248
2019-08-31,"New Port Richey","FL","Tampa-St. Petersburg-Clearwater","Pasco County",314,1193,0.00167926112510495,0.0101608806096528,0.0257953568357696,51800
2019-08-31,"Spartanburg","SC","Spartanburg","Spartanburg County",315,1000,0.017293997965412,0.040582726326743,0.0341261633919338,35167
2019-08-31,"Bellingham","WA","Bellingham","Whatcom County",316,1608,0.000622277535780958,0.00311915159076731,0.0791946308724832,33637
2019-08-31,"Melbourne","FL","Palm Bay-Melbourne-Titusville","Brevard County",317,1379,0,0.00510204081632653,0.0306427503736921,31181
